Algorithm,square1,eight1,square12,eight12,square1_pose_0,square1_pose_1,eight1_pose_0,eight1_pose_1
mrpt,"661.48, 60.97","166.60, 4.98","1400.37, 119.29","136.01, 7.03","136.43, 4.25","1758.33, 173.68","148.48, 3.51","97.69, 4.19"
