Run,Mean Position Error,Mean Angle Error
1,92.9514,5.0308
2,92.9110,5.0357
3,92.9139,5.0381
4,92.9233,5.0358
5,92.9576,5.0368
6,92.9342,5.0355
7,92.9405,5.0421
8,92.9063,5.0372
9,92.9412,5.0300
10,92.9457,5.0353

Average,92.9325,5.0357
