Run,Mean Position Error,Mean Angle Error
1,97.3619,4.1372
2,94.0124,3.9434
3,101.3990,3.9747
4,97.5329,4.0819
5,97.7592,4.1817
6,96.6371,4.1078
7,98.1337,4.2350
8,96.9477,3.9833
9,98.1510,4.2443
10,97.9834,4.0998

Average,97.5918,4.0989
