Run,Mean Position Error,Mean Angle Error
1,75.8949,3.4857
2,79.5234,3.5321
3,77.4500,3.4075
4,79.5703,3.3800
5,80.1150,3.4975
6,75.8861,3.5221
7,76.9521,3.4932
8,75.8702,3.3145
9,75.7688,3.4730
10,74.6591,3.4582

Average,77.1690,3.4564
