Run,Mean Position Error,Mean Angle Error
1,97.7099,3.9851
2,97.6842,3.9845
3,97.7003,3.9823
4,97.7073,3.9911
5,97.6973,3.9811
6,97.6979,3.9818
7,97.7194,3.9833
8,97.7024,3.9834
9,97.6898,3.9919
10,97.7039,3.9843

Average,97.7012,3.9849
