Run,Mean Position Error,Mean Angle Error
1,74.3920,3.5010
2,72.2765,3.4031
3,71.6218,3.5421
4,73.5446,3.3302
5,73.3717,3.4455
6,74.0824,3.5049
7,72.0800,3.3957
8,71.4398,3.5004
9,71.3217,3.5317
10,74.8539,3.5199

Average,72.8984,3.4675
