Run,Mean Position Error,Mean Angle Error
1,130.1461,5.4843
2,130.1350,5.4849
3,130.1535,5.4857
4,130.1221,5.4817
5,130.1059,5.4860
6,130.1349,5.4938
7,130.1190,5.4864
8,130.1435,5.4867
9,130.1269,5.4847
10,130.1285,5.4872

Average,130.1315,5.4861
