Run,Mean Position Error,Mean Angle Error
1,71.6952,4.7808
2,71.6833,4.7792
3,71.7160,4.7789
4,71.6790,4.7758
5,71.7253,4.7754
6,71.6968,4.7778
7,71.6972,4.7751
8,71.6848,4.7771
9,71.7301,4.7796
10,71.6781,4.7769

Average,71.6986,4.7776
