Run,Mean Position Error,Mean Angle Error
1,84.1436,3.8451
2,86.7374,3.8321
3,85.2457,3.6941
4,86.0646,4.0117
5,84.4913,3.9519
6,83.8790,3.8346
7,90.3038,4.1168
8,85.7004,3.7202
9,86.0071,3.9072
10,83.3475,3.8278

Average,85.5921,3.8741
