time_stamp[s],x_true_pose[mm],y_true_pose[mm],theta_true[rad],x_pose[mm],y_pose[mm],theta[rad],p_err[mm],a_err[mm]
6.700017690658569,58.7733656167984,-31.072044000029567,-0.026299618451670614,-1963.1885335922104,1.715037848930939,0.11690881060408115,2022.227710864697,8.205238575593246
7.041753530502319,107.95440971851349,-31.21759854257107,-0.0232631718338554,-1960.591719524102,2.647267177914479,0.15349715268106415,2068.8233172349137,10.12762058006771
7.3917577266693115,159.83470976352692,-29.631645604968075,-0.02409300664085534,-1948.4509526212837,4.895712610678573,0.1599296554655042,2108.568370407446,10.543721873456423
7.741719484329224,211.16400957107544,-28.310767561197284,-0.02371666958722285,-1922.8897929317873,8.670666948808119,0.13304952685621568,2134.374207695395,8.982041426527804
8.066758155822754,261.0677897930145,-28.1608022749424,-0.022100941129216345,-1903.7298457165339,11.271015425091594,0.1278777267909277,2165.1567312679376,8.593144688818366
8.391696453094482,312.5851571559906,-27.28667408227921,-0.02033322192616782,-1868.4757007739597,16.00818385081101,0.1329319869621313,2181.4905250121024,8.78144961549049
8.716699838638306,364.06625509262085,-27.009946480393413,-0.019404253873690713,-1834.4581683641254,20.587069541213253,0.13907491510612408,2199.0395895640395,9.080187523283984
9.041725635528564,417.4210846424103,-25.373795256018642,-0.018190897796212413,-1793.5381485306611,25.746945923264132,0.12377214726052162,2211.5501488621,8.133883328576404
9.366695642471313,470.58088779449463,-24.12776201963425,-0.017527395369071996,-1721.8117268065191,34.31226027221446,0.11259192375448365,2193.171359643961,7.45528781889564
9.691720962524414,515.6048059463501,-24.162362515926365,-0.01439724806289111,-1661.1524633630256,41.7983153149513,0.1310765850356586,2177.756419003539,8.335036666137443
10.016824960708618,576.3884902000427,-22.323460504412655,-0.012200423189827392,-1608.597386126121,49.17961531038969,0.1359437622464941,2186.155522737527,8.488036584904657
10.341765880584717,630.7752251625061,-22.75369614362717,-0.011013590019124164,-1524.4525786197748,63.74824613891528,0.14621744697504194,2156.9630205951253,9.008674828231031
10.641687870025635,683.1920862197876,-20.58244794607163,-0.012661504288798975,-1464.8704779081168,73.60046617882664,0.1429213913818819,2150.1263220380342,8.914243286354221
10.950043439865112,737.4327301979065,-19.290040433406833,-0.011430028166941053,-1420.0651402325675,79.93627885637179,0.13058220234986628,2159.778443116754,8.136701447852014
11.250084400177002,789.2306566238403,-17.733789235353473,-0.010676761832907333,-1392.6560323785102,84.45156759744309,0.12570924547670595,2184.278226507943,7.814342603481236
11.575098037719727,818.4393763542175,-16.91842004656792,0.08629990091870621,-1399.259919387535,84.37449831516759,0.184754025404805,2220.0113561970134,5.641005808709076
11.650038480758667,823.1927871704102,-16.850709170103077,0.12276257556216175,-1418.773417237678,81.36441596925643,0.2380432985295893,2244.1164569857215,6.605098885250454
11.775064945220947,827.8945803642273,-15.762272477149967,0.18675438355018525,-1397.6059864794224,86.00258704028626,0.3130171970109315,2227.8260389119278,7.23432632074836
11.875129699707031,832.3040723800659,-14.693732559680942,0.24471072779858982,-1402.7206859122803,84.06404024706583,0.39523044835890664,2237.2055712136757,8.624144721594677
11.983443975448608,837.1925473213196,-13.646978139877323,0.3048732085878272,-1363.3339223933215,98.42881451613778,0.4353930204341682,2203.378707170934,7.478234361636947
12.075070858001709,841.4103507995605,-11.990483105182651,0.3570806015589082,-1341.4679804996028,106.1882515121361,0.49143623451285784,2186.075026747978,7.698010722070117
12.175113439559937,845.7005143165588,-10.186861455440525,0.4162866674287301,-1334.7343772497184,108.61974417459103,0.5615404281716351,2183.6692345456013,8.322427448971498
12.275110960006714,850.5017876625061,-8.185322582721714,0.4742126979830845,-1328.6274053008788,113.98469040861725,0.6153133431107816,2182.551156719942,8.084471452390204
12.375063419342041,855.0149321556091,-5.206505954265597,0.5319423632949906,-1313.449110578482,127.76616253376987,0.7000081597298211,2172.537234478504,9.629460816220629
12.475139379501343,858.4057807922363,-3.5109587013721493,0.5827260035390871,-1314.9216042606906,129.57089355895482,0.7542279692287498,2177.39814963227,9.826338812215123
12.583452463150024,860.9103679656982,-1.7481774091720608,0.6453083176672764,-1320.6216031946997,126.0962158064996,0.7991120574629543,2185.2747950936637,8.81230516362065
12.675114870071411,863.8646125793457,0.8616752922534915,0.6990975112985437,-1309.3703802766865,137.51608184392805,0.852520701757135,2177.52721246003,8.790501292709084
12.775113582611084,867.7166223526001,3.5766407847404453,0.7595246296778875,-1307.4375386086488,140.2739594606533,0.9215769594261137,2179.445292013593,9.284914554835684
12.875155448913574,870.9789037704468,6.656032800674436,0.822502010391167,-1294.9817114718437,159.85232652735917,0.9828298668170247,2171.371569122234,9.18610951158106
12.975189208984375,874.3258833885193,9.59048122167587,0.8817309990316573,-1291.6567819528664,163.10473388797877,1.0533369918889701,2171.416020096349,9.832299129876175
13.075114488601685,876.836907863617,13.589572906494137,0.9388940267493848,-1283.3633275403292,178.94279032754056,1.1087442750593253,2166.5194999239575,9.73170237740863
13.175140142440796,878.7906289100647,17.72830337285995,1.0019607879575179,-1279.975659756618,186.49911846849875,1.1929246146808985,2165.3534300690426,10.941421310917276
13.275097131729126,881.6089749336243,20.6070140004158,1.059759872679285,-1274.81637580553,197.67472757764176,1.2596131297162227,2163.6828021921215,11.450748150159756
13.350080251693726,882.9234957695007,22.770208120346066,1.1071387214677606,-1277.3853955673173,191.76916858908146,1.2986639238328472,2166.909124681611,10.973585765908476
13.450072288513184,886.7103576660156,26.745226979255673,1.177220874873088,-1285.103007291822,171.80139171349785,1.34244564166645,2176.652150238272,9.466681808292925
