Run,Mean Position Error,Mean Angle Error
1,75.3057,3.6137
2,76.3134,3.5573
3,75.9963,3.5506
4,73.4088,3.4594
5,73.0207,3.5902
6,74.1949,3.4899
7,74.6958,3.5752
8,73.1341,3.5981
9,76.8337,3.5871
10,72.2711,3.5002

Average,74.5174,3.5522
