time_stamp[s],x_true_pose[mm],y_true_pose[mm],theta_true[rad],x_pose[mm],y_pose[mm],theta[rad],p_err[mm],a_err[mm]
15.408413887023926,690.1376366615295,-90.07524996995926,-0.00010223501965378468,116.96663022473058,-0.1988607946868109,-0.04147417784690328,580.174773625119,2.3704377142579345
15.68349313735962,732.2366952896118,-87.84181922674179,0.06189715108323912,235.53318678959735,-2.5692111589163047,-3.086866572814549e-05,503.97003188970757,3.548214165218636
15.858418226242065,761.1168742179871,-84.64069589972496,0.12163451355723542,317.7511824834871,-1.9676177588685761,0.04390928589965947,451.00773214712825,4.4533275064726
16.008443593978882,786.7024660110474,-80.3891971707344,0.18624720390180416,394.44695393041593,4.548102234047775,0.10092799056221909,401.34614933722236,4.888430835734498
16.133387565612793,809.1805696487427,-75.68539790809155,0.23886225516577242,446.52212037949823,10.839509995212714,0.16829898940850677,372.8373781074644,4.042977316551325
16.258454084396362,830.4099559783936,-68.68125610053539,0.3043002049898771,495.8695677378057,18.129649684415316,0.2169175324928562,345.6203187420653,5.006658336653191
16.358421325683594,845.5399394035339,-63.305408880114555,0.3577024908394705,549.8378988961548,31.146281573439346,0.28747034881351363,310.42039009987997,4.024005324250707
16.458443641662598,862.7991795539856,-55.472267512232065,0.42271574076630025,648.2834131850775,65.06005602831733,0.36434927156648833,246.05904787047282,3.344152350229534
16.55841636657715,878.8354516029358,-47.07008572295308,0.47986327502197923,701.3900826974799,87.19495150802058,0.4474174208744655,222.51732330007044,1.8590105053495734
16.666720151901245,895.5862045288086,-39.171452820301056,0.5562802308023536,747.4578979164431,109.34846554623257,0.522560957105168,209.76215428777607,1.9319720710952182
16.733370780944824,904.6109437942505,-30.937462300062183,0.6027627947292887,787.7896186699181,133.0164255702239,0.5965207229475086,201.31591927015438,0.35764436851370873
16.808337211608887,916.7360186576843,-22.22542762756348,0.6552139754076255,807.8800226508507,146.07345592555131,0.6482629753123783,200.4348823729659,0.3982629688526969
16.908339738845825,930.6740880012512,-8.743277937173847,0.7237581341356708,820.4496259864993,155.43632442712487,0.7259025186616354,197.74825880128688,0.12286418299093035
16.983415603637695,940.8756613731384,-0.25536045432091037,0.7812825710318723,821.2404508428737,155.7052515220053,0.7837001090011096,196.5611764480742,0.13851472244992985
17.058425664901733,950.1031160354614,10.645416378974911,0.8377453081590454,825.6484855842072,159.05473617614507,0.8375229951926794,193.68603781227233,0.01273759470380502
17.14177656173706,960.572075843811,22.137676179409024,0.9031111412241872,831.282221639299,164.26934932354857,0.8973907406626912,192.13869706796834,0.3277548092979889
17.208438873291016,967.8325176239014,32.12056756019592,0.9533604562055562,838.6763306205559,170.58144049273872,0.9539372030553827,189.34818186210535,0.03304516034252098
17.29173517227173,977.7988910675049,40.90731292963028,1.0243195507119962,844.565286126713,173.96801604315297,1.0220051046831566,188.2985507076038,0.13260798936332083
17.358490228652954,982.0618152618408,54.86648231744766,1.078614676390523,850.6063015144387,180.76011263423553,1.0751645326626271,182.01581867775528,0.19767867432197206
17.441842794418335,991.4361953735352,68.74032765626907,1.1461845580786338,845.4111099331708,169.35057250432985,1.1311926196082154,177.32948696213063,0.858974801074793
17.516794204711914,995.6104278564453,82.68056511878967,1.2015501455374098,849.7935948132651,176.4871881876517,1.1857393704181785,173.38463406636194,0.9058906851624071
17.59183645248413,1001.1438846588135,96.6878205537796,1.2636064421579776,849.9336191346745,175.0373622930156,1.249984573374388,170.30324450998845,0.7804755903806897
17.666784048080444,1004.7713041305542,111.41441464424133,1.3256241513114875,848.489886434583,168.188509281646,1.3131999808210515,166.27440975375492,0.7118525330529638
17.741776943206787,1008.3268404006958,125.69065093994142,1.3884962159608525,852.5141437775686,181.4283614051581,1.3753923097867728,165.4819893428738,0.7507985189101852
17.816810846328735,1010.0829124450684,140.97985327243805,1.4474378267200705,853.735146268734,184.05168998676507,1.429748193755145,162.1721526843477,1.01354131002572
17.891777753829956,1011.853289604187,156.10274374485016,1.508158547555378,854.9661296838923,186.27266221868285,1.4935198804753775,159.76171296206687,0.8387338413811253
17.966811656951904,1011.6596937179565,171.32429480552673,1.5654425604413182,856.1728134882712,185.7486719320795,1.5517910904905106,156.15451507737305,0.7821716123309458
18.041785955429077,1011.6011619567871,185.5930060148239,1.6238888191815488,857.1537064468547,193.85236890182262,1.6085120653169112,154.66814018663212,0.8810230990552158
18.116786003112793,1009.1617822647095,204.11808490753174,1.6859330845779772,857.403240836945,194.62341573732982,1.6642911551070465,152.05526508126607,1.2399912192041231
18.191800832748413,1007.6156377792358,217.6868736743927,1.7383854062182926,857.4674570242325,194.15104507361937,1.7256060615428368,151.9816153748937,0.7322025148465996
18.291844129562378,1002.3285865783691,238.97523880004883,1.813052913561825,856.4881162835437,205.92403179443403,1.7983591090725495,149.5387075654456,0.8418929822258675
18.366826057434082,999.6107339859009,249.85427856445312,1.8604314093590473,856.5357828739056,209.36693340093603,1.8444788037439677,148.69319673101927,0.9140169739807602
18.441835165023804,994.1523790359497,263.7109875679016,1.9208467376479281,858.2312041677262,208.79008068048933,1.9038654517850577,146.59765274687723,0.9729560106476443
18.51682734489441,989.2850637435913,278.16338539123535,1.9739463364420673,858.9838083346701,211.16205316577106,1.9601904010851143,146.5182435095642,0.7881570392081904
18.591793060302734,985.1585149765015,289.87727761268616,2.021162903990412,860.4803373497093,210.29421842203894,2.0078353965659748,147.91251227154515,0.7636099268495355
18.691839694976807,975.49147605896,307.3240339756012,2.0889482647763127,859.4912855305653,214.12368325886035,2.070798434554902,148.80305634074645,1.039908670565813
