Run,Mean Position Error,Mean Angle Error
1,78.5150,4.6005
2,76.3583,4.7585
3,79.3683,4.7263
4,74.3858,4.5805
5,78.1244,4.5097
6,78.6454,4.8773
7,76.9904,4.4890
8,76.4147,4.6300
9,77.6032,4.6908
10,79.7441,4.5849

Average,77.6150,4.6447
