Run,Mean Position Error,Mean Angle Error
1,71.3049,3.5226
2,1024.8925,70.4152
3,73.0954,4.4957
4,72.5205,4.4220
5,70.7021,3.6262
6,68.3860,3.7388
7,70.9981,3.8094
8,73.5379,4.4016
9,912.0074,64.0066
10,73.4460,4.2708

Average,251.0891,16.6709
