Run,Mean Position Error,Mean Angle Error
1,188.1994,13.3575
2,171.5770,9.8836
3,184.2416,11.5294
4,183.2003,13.4221
5,168.9160,10.9377
6,187.7850,13.1715
7,186.3982,12.7252
8,165.3004,9.0619
9,180.3341,11.8728
10,188.7855,14.8253

Average,180.4738,12.0787
