time_stamp[s],x_true_pose[mm],y_true_pose[mm],theta_true[rad],x_pose[mm],y_pose[mm],theta[rad],p_err[mm],a_err[mm]
6.725071668624878,59.90619659423828,-31.06690123677254,-0.026421972877801014,39.82844058624207,-0.2408663335303082,-0.014729162768293877,36.78805124184395,0.6699486699226609
7.058439493179321,107.95440971851349,-31.21759854257107,-0.0232631718338554,87.23156849733772,-0.7676359510589441,-0.011072053711068442,36.832544985414046,0.6984996159811436
7.4084436893463135,159.83470976352692,-29.631645604968075,-0.02409300664085534,132.75579930538984,-0.7781588921631198,-0.0033060940111397023,39.57007817891971,1.1910023627898936
7.758405447006226,211.16400957107544,-28.310767561197284,-0.02371666958722285,194.19583946524276,-1.2737478737712151,-0.01201066539936022,31.920514255236224,0.6707046349269955
8.083444118499756,261.0677897930145,-28.1608022749424,-0.022100941129216345,241.5285672362738,-1.9367950218999792,-0.007427810415910153,32.702901622477896,0.8407084621162279
8.408382415771484,312.5851571559906,-27.28667408227921,-0.02033322192616782,286.0571370714708,-1.8365970457166982,-0.0020856577623918496,36.761967721704636,1.0455084129785304
8.733385801315308,364.06625509262085,-27.009946480393413,-0.019404253873690713,348.1514150558242,-1.3123864914692587,-0.010071974323576312,30.226589665080994,0.5347002314578018
9.058411598205566,417.4210846424103,-25.373795256018642,-0.018190897796212413,400.13784506668463,-0.4768902250322398,-0.011826877926320185,30.307857897810678,0.36463147928221995
9.383381605148315,470.58088779449463,-24.12776201963425,-0.017527395369071996,455.03881215204206,1.9065697573140263,-0.005801852213914337,30.320662036768532,0.6718241352890448
9.708406925201416,515.6048059463501,-24.162362515926365,-0.01439724806289111,506.58860632814964,3.597024608068277,0.0016147369693913238,29.18690509552251,0.9174191639764286
10.03351092338562,576.3884902000427,-22.323460504412655,-0.012200423189827392,557.3613555795471,5.251297916949496,0.004844151908304956,33.5022261030957,0.9765822167167646
10.358451843261719,630.7752251625061,-22.75369614362717,-0.011013590019124164,615.7490704061651,6.2709631835148185,0.0032131792646242986,32.68357654569281,0.815133836065144
10.658373832702637,683.1920862197876,-20.58244794607163,-0.012661504288798975,670.6047764536639,7.558225928446085,-4.861279804367814e-05,30.827550880021526,0.7226654498767477
10.966729402542114,737.4327301979065,-19.290040433406833,-0.011430028166941053,724.4831130556258,8.038271213680131,-0.008667007691388433,30.241183865913023,0.15830941195739476
11.266770362854004,789.2306566238403,-17.733789235353473,-0.010676761832907333,776.7108761517496,8.827893186521907,0.004087336288411022,29.364398106378875,0.8459205106685694
11.591784000396729,818.4393763542175,-16.91842004656792,0.08629990091870621,795.2306145600483,10.121268893336577,0.08856011881452375,35.634132541501344,0.12950094621028466
11.666724443435669,823.1927871704102,-16.850709170103077,0.12276257556216175,803.4661320774876,11.807802727898535,0.13230175137776645,34.79153956586324,0.5465545142674144
11.79175090789795,827.8945803642273,-15.762272477149967,0.18675438355018525,800.4114407950863,12.427788061106934,0.1930315369155385,39.37007078641686,0.3596543951910828
11.891815662384033,832.3040723800659,-14.693732559680942,0.24471072779858982,808.1043558237748,14.059749282979814,0.25542816948443947,37.58176418798157,0.6140641757767588
11.991825580596924,837.0209455490112,-13.666133582592014,0.3006043427073275,807.2406106612996,14.194293530791738,0.30331261698620454,40.78077665965209,0.1551726859434911
12.091756820678711,841.4103507995605,-11.990483105182651,0.3570806015589082,804.4769695849146,13.811719634583978,0.35950181050153657,45.053615994394725,0.1387250537319384
12.191799402236938,845.7005143165588,-10.186861455440525,0.4162866674287301,806.7006964996997,15.514271265258929,0.42565074614654363,46.70689470383588,0.5365221895589906
12.291796922683716,850.5017876625061,-8.185322582721714,0.4742126979830845,803.1770817937733,14.137932860982477,0.48789019951779594,52.32547676960952,0.7836631122226707
12.391749382019043,855.0149321556091,-5.206505954265597,0.5319423632949906,804.9810215070229,15.832116596388113,0.5383296464444196,54.27721302369519,0.36596436701731266
12.491825342178345,858.4057807922363,-3.5109587013721493,0.5827260035390871,808.0466647766658,18.096074244097192,0.5824208142322801,54.798763111737195,0.01748605923256475
12.591817378997803,860.5852246284485,-1.8354907631874111,0.640020646332212,812.5935094155876,21.710545648403716,0.6397882707324664,53.456716694614876,0.01331414112724697
12.691800832748413,863.8646125793457,0.8616752922534915,0.6990975112985437,818.8270115530997,27.24653750901878,0.6984552297130084,52.19718824225114,0.03680002411014082
12.791799545288086,867.7166223526001,3.5766407847404453,0.7595246296778875,813.5858396284932,23.935473130719828,0.7641871630592701,57.83272164455141,0.2671434845920878
12.891841411590576,870.9789037704468,6.656032800674436,0.822502010391167,821.6760484934978,32.361940811455945,0.8256630092016023,55.60184569884834,0.1811118908838165
12.991875171661377,874.3258833885193,9.59048122167587,0.8817309990316573,818.4657134447816,29.501571180260527,0.8816221283415395,59.30269883809762,0.006237831056425398
13.091800451278687,876.836907863617,13.589572906494137,0.9388940267493848,813.5611301179625,23.87181055247724,0.9472770126573489,64.10575996215883,0.4803097122439842
13.191826105117798,878.7906289100647,17.72830337285995,1.0019607879575179,812.5224651245079,22.80829275480467,1.006104351558439,66.4625896548581,0.23740870647680604
13.291783094406128,881.6089749336243,20.6070140004158,1.059759872679285,814.6455193368201,26.884718095320384,1.0666994895389448,67.25707363666918,0.3976107574963381
13.366766214370728,882.9234957695007,22.770208120346066,1.1071387214677606,813.8077861738507,26.718040544973455,1.1084392552574591,69.22836625085972,0.07451509726387985
13.466758251190186,886.7103576660156,26.745226979255673,1.177220874873088,819.5859033093683,40.08173136532442,1.182129211436097,68.43650138571712,0.2812269694901727
