Algorithm,square2_pose_0,square2_pose_1,square2_pose_2,square2_pose_3,square2_pose_4,eight22_pose_0,eight22_pose_1,eight22_pose_2,eight22_pose_3,eight22_pose_4
mrpt,"84.0282, 3.7380","85.4613, 3.8185","85.9615, 3.7785","85.3484, 3.8246","301.7308, 34.8874","98.4994, 3.9560","99.1544, 4.0327","97.7460, 3.9753","97.4542, 3.9764","269.1328, 37.4574"
