Run,Mean Position Error,Mean Angle Error
1,84.8014,3.7656
2,86.7480,3.7227
3,86.0013,3.7062
4,85.4624,3.7301
5,88.6332,3.7429
6,85.6033,3.7595
7,85.5767,3.9103
8,83.0028,3.7082
9,87.7470,3.8269
10,86.3909,3.8729

Average,85.9967,3.7745
