Run,Mean Position Error,Mean Angle Error
1,2545.0040,63.5098
2,1849.2347,52.1138
3,2245.8468,16.0374
4,1986.5111,69.1517
5,1886.9333,18.8923
6,3349.3091,64.6053
7,2075.3934,68.5601
8,3342.2933,62.3695
9,1917.8138,76.4014
10,2984.8069,66.4867

Average,2418.3146,55.8128
