Run,Mean Position Error,Mean Angle Error
1,1059.0402,1.5783
2,1059.0431,1.5792
3,1059.0421,1.5786
4,1059.0414,1.5790
5,964.7136,1.7379
6,1059.0389,1.5783
7,1059.0402,1.5783
8,1059.0406,1.5768
9,1059.0392,1.5814
10,1059.0437,1.5780

Average,1049.6083,1.5946
